match_id,inning,over,ball,batter_id,bowler_id,non_striker_id,batting_team_id,bowling_team_id,batsman_runs,extras_runs,total_runs
335982,1,7,6,2,3,6,1,0,1,0,1
335982,1,8,1,2,5,6,1,0,0,0,0
335982,1,8,2,2,5,6,1,0,0,0,0
335982,1,8,3,2,5,6,1,0,0,0,0
335982,1,8,4,2,5,6,1,0,1,0,1
335982,1,8,5,6,5,2,1,0,1,0,1
335982,1,8,6,2,5,6,1,0,2,0,2
335982,1,9,1,6,7,2,1,0,1,0,1
335982,1,9,2,2,7,6,1,0,1,0,1
335982,1,9,3,6,7,2,1,0,1,0,1
335982,1,9,4,2,7,6,1,0,0,0,0
335982,1,9,5,2,7,6,1,0,6,0,6
335982,1,9,6,2,7,6,1,0,1,0,1
335982,1,10,1,2,5,6,1,0,1,0,1
335982,1,10,2,6,5,2,1,0,4,0,4
335982,1,10,3,6,5,2,1,0,0,0,0
335982,1,10,4,6,5,2,1,0,6,0,6
335982,1,10,5,6,5,2,1,0,0,0,0
335982,1,10,6,6,5,2,1,0,0,4,4
335982,1,11,1,2,7,6,1,0,0,0,0
335982,1,11,2,2,7,6,1,0,6,0,6
335982,1,11,3,2,7,6,1,0,2,0,2
335982,1,11,4,2,7,6,1,0,1,0,1
335982,1,11,5,6,7,2,1,0,0,0,0
335982,1,11,6,6,7,2,1,0,1,0,1
335982,1,12,1,6,5,2,1,0,0,0,0
335982,1,12,2,2,5,8,1,0,4,0,4
335982,1,12,3,2,5,8,1,0,0,0,0
335982,1,12,4,2,5,8,1,0,2,0,2
335982,1,12,5,2,5,8,1,0,0,1,1
335982,1,12,6,2,5,8,1,0,4,0,4
335982,1,12,7,2,5,8,1,0,1,0,1
335982,1,13,1,2,7,8,1,0,1,0,1
335982,1,13,2,8,7,2,1,0,0,0,0
335982,1,13,3,8,7,2,1,0,1,0,1
335982,1,13,4,2,7,8,1,0,1,0,1
335982,1,13,5,8,7,2,1,0,1,0,1
335982,1,13,6,2,7,8,1,0,2,0,2
335982,1,14,1,8,9,2,1,0,4,0,4
335982,1,14,2,8,9,2,1,0,1,0,1
335982,1,14,3,2,9,8,1,0,6,0,6
335982,1,14,4,2,9,8,1,0,4,0,4
335982,1,14,5,2,9,8,1,0,0,2,2
335982,1,14,6,8,9,2,1,0,1,0,1
335982,1,14,7,2,9,8,1,0,6,0,6
335982,1,15,1,8,4,2,1,0,0,0,0
335982,1,15,2,8,4,2,1,0,1,0,1
335982,1,15,3,2,4,8,1,0,2,0,2
335982,1,15,4,2,4,8,1,0,0,0,0
335982,1,15,5,2,4,8,1,0,1,0,1
335982,1,15,6,8,4,2,1,0,0,0,0
335982,1,16,1,2,3,8,1,0,1,0,1
335982,1,16,2,8,3,2,1,0,2,0,2
335982,1,16,3,8,3,2,1,0,1,0,1
335982,1,16,4,2,3,8,1,0,6,0,6
335982,1,16,5,2,3,8,1,0,2,0,2
335982,1,16,6,2,3,8,1,0,2,0,2
335982,1,17,1,8,4,2,1,0,0,0,0
335982,1,17,2,2,4,10,1,0,1,0,1
335982,1,17,3,10,4,2,1,0,0,0,0
335982,1,17,4,10,4,2,1,0,1,0,1
335982,1,17,5,2,4,10,1,0,4,0,4
335982,1,17,6,2,4,10,1,0,1,0,1
335982,1,18,1,2,5,10,1,0,6,0,6
335982,1,18,2,2,5,10,1,0,0,0,0
335982,1,18,3,2,5,10,1,0,6,0,6
335982,1,18,4,2,5,10,1,0,4,0,4
335982,1,18,5,2,5,10,1,0,1,0,1
335982,1,18,6,10,5,2,1,0,4,0,4
335982,1,19,1,2,1,10,1,0,6,0,6
335982,1,19,2,2,1,10,1,0,6,0,6
335982,1,19,3,2,1,10,1,0,2,0,2
335982,1,19,4,2,1,10,1,0,0,0,0
335982,1,19,5,2,1,10,1,0,2,0,2
335982,1,19,6,2,1,10,1,0,6,0,6
335982,2,0,1,11,12,13,0,1,1,0,1
335982,2,0,2,13,12,11,0,1,0,1,1
335982,2,0,3,13,12,11,0,1,0,0,0
335982,2,0,4,13,12,11,0,1,1,0,1
335982,2,0,5,11,12,13,0,1,1,0,1
335982,2,0,6,13,12,11,0,1,0,0,0
335982,2,0,7,13,12,11,0,1,0,0,0
335982,2,1,1,11,14,13,0,1,0,0,0
335982,2,1,2,15,14,13,0,1,0,0,0
335982,2,1,3,15,14,13,0,1,0,4,4
335982,2,1,4,15,14,13,0,1,1,0,1
335982,2,1,5,13,14,15,0,1,0,0,0
335982,2,1,6,13,14,15,0,1,0,0,0
335982,2,2,1,15,12,13,0,1,0,0,0
335982,2,2,2,15,12,13,0,1,0,0,0
335982,2,2,3,5,12,13,0,1,1,0,1
335982,2,2,4,13,12,5,0,1,0,0,0
335982,2,2,5,13,12,5,0,1,0,1,1
335982,2,2,6,13,12,5,0,1,0,0,0
335982,2,2,7,13,12,5,0,1,1,0,1
335982,2,3,1,13,14,5,0,1,2,0,2
335982,2,3,2,13,14,5,0,1,1,0,1
335982,2,3,3,5,14,13,0,1,0,0,0
335982,2,3,4,5,14,13,0,1,0,1,1
335982,2,3,5,13,14,5,0,1,0,0,0
335982,2,3,6,13,14,5,0,1,0,0,0
335982,2,4,1,5,16,13,0,1,1,0,1
335982,2,4,2,13,16,5,0,1,1,0,1
335982,2,4,3,5,16,13,0,1,0,0,0
335982,2,4,4,5,16,13,0,1,6,0,6
335982,2,4,5,5,16,13,0,1,0,0,0
335982,2,4,6,9,16,13,0,1,0,0,0
335982,2,5,1,13,12,9,0,1,0,0,0
335982,2,5,2,13,12,9,0,1,0,0,0
335982,2,5,3,18,12,9,0,1,0,0,0
335982,2,5,4,18,12,9,0,1,1,0,1
335982,2,5,5,9,12,18,0,1,1,0,1
335982,2,5,6,18,12,9,0,1,0,0,0
335982,2,6,1,9,16,18,0,1,0,0,0
335982,2,6,2,9,16,18,0,1,0,0,0
335982,2,6,3,9,16,18,0,1,1,0,1
335982,2,6,4,18,16,9,0,1,0,1,1
335982,2,6,5,18,16,9,0,1,0,1,1
335982,2,6,6,18,16,9,0,1,0,0,0
335982,2,6,7,18,16,9,0,1,0,0,0
335982,2,6,8,18,16,9,0,1,4,0,4
335982,2,7,1,9,0,18,0,1,1,0,1
335982,2,7,2,18,0,9,0,1,0,1,1
335982,2,7,3,9,0,18,0,1,1,0,1
335982,2,7,4,18,0,9,0,1,2,0,2
335982,2,7,5,18,0,9,0,1,0,0,0
335982,2,7,6,9,0,19,0,1,0,0,0
335982,2,8,1,19,16,9,0,1,0,0,0
335982,2,8,2,19,16,9,0,1,0,0,0
335982,2,8,3,4,16,9,0,1,0,0,0
335982,2,8,4,4,16,9,0,1,0,1,1
335982,2,8,5,4,16,9,0,1,0,1,1
335982,2,8,6,4,16,9,0,1,1,0,1
335982,2,8,7,9,16,4,0,1,2,0,2
335982,2,8,8,9,16,4,0,1,0,0,0
335982,2,9,1,4,0,1,0,1,1,0,1
335982,2,9,2,1,0,4,0,1,0,0,0
335982,2,9,3,1,0,4,0,1,0,0,0
335982,2,9,4,1,0,4,0,1,0,1,1
335982,2,9,5,1,0,4,0,1,0,1,1
335982,2,9,6,4,0,1,0,1,4,0,4
335982,2,9,7,4,0,1,0,1,1,0,1
335982,2,10,1,4,16,1,0,1,0,0,0
335982,2,10,2,4,16,1,0,1,0,0,0
335982,2,10,3,4,16,1,0,1,0,0,0
335982,2,10,4,4,16,1,0,1,1,0,1
335982,2,10,5,1,16,4,0,1,4,0,4
335982,2,10,6,1,16,4,0,1,0,0,0
335982,2,11,1,4,0,1,0,1,1,0,1
335982,2,11,2,3,0,1,0,1,0,0,0
335982,2,11,3,3,0,1,0,1,0,0,0
335982,2,11,4,3,0,1,0,1,1,0,1
335982,2,11,5,1,0,3,0,1,0,0,0
335982,2,11,6,1,0,3,0,1,1,0,1
335982,2,12,1,1,21,3,0,1,6,0,6
335982,2,12,2,1,21,3,0,1,0,2,2
335982,2,12,3,3,21,1,0,1,1,0,1
335982,2,12,4,1,21,3,0,1,1,0,1
335982,2,12,5,3,21,1,0,1,0,0,0
335982,2,12,6,3,21,1,0,1,0,0,0
335982,2,12,7,3,21,1,0,1,1,0,1
335982,2,13,1,3,0,1,0,1,0,0,0
335982,2,13,2,7,0,1,0,1,1,0,1
335982,2,13,3,1,0,7,0,1,0,0,0
335982,2,13,4,1,0,7,0,1,0,0,0
335982,2,13,5,1,0,7,0,1,0,0,0
335982,2,13,6,1,0,7,0,1,6,0,6
335982,2,14,1,7,14,1,0,1,0,1,1
335982,2,14,2,7,14,1,0,1,0,0,0
335982,2,14,3,7,14,1,0,1,0,0,0
335982,2,14,4,7,14,1,0,1,1,0,1
335982,2,14,5,1,14,7,0,1,0,1,1
335982,2,14,6,7,14,1,0,1,1,0,1
335982,2,14,7,1,14,7,0,1,0,0,0
335982,2,15,1,7,21,1,0,1,0,1,1
335982,2,15,2,7,21,1,0,1,0,0,0
335983,1,0,1,22,23,24,3,2,0,0,0
335983,1,0,2,22,23,24,3,2,0,0,0
335983,1,0,3,22,23,24,3,2,1,0,1
335983,1,0,4,24,23,22,3,2,0,0,0
335983,1,0,5,24,23,22,3,2,4,0,4
335983,1,0,6,24,23,22,3,2,0,0,0
335983,1,1,1,22,25,24,3,2,4,0,4
335983,1,1,2,22,25,24,3,2,4,0,4
335983,1,1,3,22,25,24,3,2,4,0,4
335983,1,1,4,22,25,24,3,2,2,0,2
335983,1,1,5,22,25,24,3,2,0,1,1
335983,1,1,6,22,25,24,3,2,0,0,0
335983,1,1,7,22,25,24,3,2,0,0,0
335983,1,2,1,24,23,22,3,2,0,0,0
335983,1,2,2,24,23,22,3,2,4,1,5
335983,1,2,3,24,23,22,3,2,0,0,0
335983,1,2,4,24,23,22,3,2,1,0,1
335983,1,2,5,22,23,24,3,2,0,0,0
335983,1,2,6,27,23,24,3,2,1,0,1
335983,1,2,7,24,23,27,3,2,0,0,0
335983,1,3,1,27,25,24,3,2,0,0,0
335983,1,3,2,27,25,24,3,2,0,0,0
335983,1,3,3,27,25,24,3,2,1,0,1
335983,1,3,4,24,25,27,3,2,1,0,1
335983,1,3,5,27,25,24,3,2,0,0,0
335983,1,3,6,27,25,24,3,2,4,0,4
335983,1,4,1,24,23,27,3,2,0,0,0
335983,1,4,2,24,23,27,3,2,0,1,1
335983,1,4,3,27,23,24,3,2,4,0,4
335983,1,4,4,27,23,24,3,2,4,0,4
335983,1,4,5,27,23,24,3,2,0,0,0
335983,1,4,6,27,23,24,3,2,0,0,0
335983,1,5,1,24,28,27,3,2,4,0,4
335983,1,5,2,24,28,27,3,2,6,0,6
335983,1,5,3,24,28,27,3,2,0,0,0
335983,1,5,4,24,28,27,3,2,1,0,1
335983,1,5,5,27,28,24,3,2,0,0,0
335983,1,5,6,27,28,24,3,2,0,0,0
335983,1,6,1,24,29,27,3,2,4,0,4
335983,1,6,2,24,29,27,3,2,0,0,0
335983,1,6,3,30,29,27,3,2,1,0,1
335983,1,6,4,27,29,30,3,2,2,0,2
335983,1,6,5,27,29,30,3,2,1,0,1
335983,1,6,6,30,29,27,3,2,1,0,1
335983,1,7,1,30,28,27,3,2,0,0,0
335983,1,7,2,31,28,27,3,2,1,0,1
335983,1,7,3,27,28,31,3,2,0,0,0
335983,1,7,4,27,28,31,3,2,1,0,1
335983,1,7,5,31,28,27,3,2,6,0,6
335983,1,7,6,31,28,27,3,2,0,0,0
335983,1,8,1,27,29,31,3,2,1,0,1
335983,1,8,2,31,29,27,3,2,4,0,4
335983,1,8,3,31,29,27,3,2,1,0,1
335983,1,8,4,27,29,31,3,2,0,0,0
335983,1,8,5,27,29,31,3,2,6,0,6
335983,1,8,6,27,29,31,3,2,1,0,1
335983,1,9,1,27,32,31,3,2,2,0,2
335983,1,9,2,27,32,31,3,2,1,0,1
335983,1,9,3,31,32,27,3,2,1,0,1
335983,1,9,4,27,32,31,3,2,0,0,0
335983,1,9,5,27,32,31,3,2,0,0,0
335983,1,9,6,27,32,31,3,2,1,0,1
335983,1,10,1,27,33,31,3,2,6,0,6
335983,1,10,2,27,33,31,3,2,1,0,1
335983,1,10,3,31,33,27,3,2,2,0,2
335983,1,10,4,31,33,27,3,2,0,0,0
335983,1,10,5,31,33,27,3,2,6,0,6
335983,1,10,6,31,33,27,3,2,4,0,4
335983,1,11,1,27,32,31,3,2,6,0,6
335983,1,11,2,27,32,31,3,2,4,0,4
335983,1,11,3,27,32,31,3,2,1,0,1
335983,1,11,4,31,32,27,3,2,6,0,6
335983,1,11,5,31,32,27,3,2,1,0,1
335983,1,11,6,27,32,31,3,2,2,0,2
335983,1,12,1,31,34,27,3,2,0,1,1
335983,1,12,2,31,34,27,3,2,0,0,0
335983,1,12,3,27,34,35,3,2,1,0,1
335983,1,12,4,35,34,27,3,2,0,1,1
335983,1,12,5,35,34,27,3,2,0,0,0
335983,1,12,6,35,34,27,3,2,1,0,1
335983,1,12,7,27,34,35,3,2,1,0,1
335983,1,12,8,35,34,27,3,2,1,0,1
335983,1,13,1,35,28,27,3,2,1,0,1
335983,1,13,2,27,28,35,3,2,0,0,0
335983,1,13,3,27,28,35,3,2,1,0,1
335983,1,13,4,35,28,27,3,2,1,0,1
335983,1,13,5,27,28,35,3,2,6,0,6
335983,1,13,6,27,28,35,3,2,0,1,1
335983,1,14,1,27,34,35,3,2,4,0,4
335983,1,14,2,27,34,35,3,2,1,0,1
335983,1,14,3,35,34,27,3,2,2,0,2
335983,1,14,4,35,34,27,3,2,1,0,1
335983,1,14,5,27,34,35,3,2,4,0,4
335983,1,14,6,27,34,35,3,2,6,0,6
335983,1,15,1,35,29,27,3,2,6,0,6
335983,1,15,2,35,29,27,3,2,0,0,0
335983,1,15,3,35,29,27,3,2,0,0,0
335983,1,15,4,36,29,27,3,2,0,0,0
335983,1,15,5,36,29,27,3,2,1,0,1
335983,1,15,6,27,29,36,3,2,1,0,1
335983,1,16,1,27,25,36,3,2,1,0,1
335983,1,16,2,36,25,27,3,2,1,0,1
335983,1,16,3,27,25,36,3,2,6,0,6
335983,1,16,4,27,25,36,3,2,4,0,4
335983,1,16,5,27,25,36,3,2,1,0,1
335983,1,16,6,36,25,27,3,2,1,0,1
335983,1,17,1,36,29,27,3,2,0,0,0
335983,1,17,2,36,29,27,3,2,4,0,4
335983,1,17,3,36,29,27,3,2,1,0,1
335983,1,17,4,27,29,36,3,2,2,0,2
335983,1,17,5,27,29,36,3,2,6,0,6
335983,1,17,6,27,29,36,3,2,4,0,4
335983,1,18,1,36,23,27,3,2,4,0,4
335983,1,18,2,36,23,27,3,2,1,0,1
335983,1,18,3,27,23,36,3,2,1,0,1
335983,1,18,4,36,23,27,3,2,1,0,1
335983,1,18,5,27,23,36,3,2,6,0,6
335983,1,18,6,27,23,36,3,2,2,0,2
335983,1,19,1,36,28,27,3,2,6,0,6
335983,1,19,2,36,28,27,3,2,6,0,6
335983,1,19,3,36,28,27,3,2,4,0,4
335983,1,19,4,36,28,27,3,2,1,0,1
335983,1,19,5,27,28,36,3,2,6,0,6
335983,1,19,6,27,28,36,3,2,2,0,2
335983,2,0,1,32,35,28,2,3,4,0,4
335983,2,0,2,32,35,28,2,3,0,0,0
335983,2,0,3,32,35,28,2,3,0,0,0
335983,2,0,4,32,35,28,2,3,1,0,1
335983,2,0,5,28,35,32,2,3,0,0,0
335983,2,0,6,28,35,32,2,3,4,0,4
335983,2,1,1,32,37,28,2,3,1,0,1
335983,2,1,2,28,37,32,2,3,0,0,0
335983,2,1,3,28,37,32,2,3,1,0,1
335983,2,1,4,32,37,28,2,3,0,0,0
335983,2,1,5,32,37,28,2,3,4,0,4
335983,2,1,6,32,37,28,2,3,1,0,1
335983,2,2,1,32,35,28,2,3,1,0,1
335983,2,2,2,28,35,32,2,3,4,0,4
335983,2,2,3,28,35,32,2,3,0,0,0
335983,2,2,4,28,35,32,2,3,4,0,4
335983,2,2,5,28,35,32,2,3,1,0,1
335983,2,2,6,32,35,28,2,3,1,0,1
335983,2,3,1,32,37,28,2,3,0,0,0
335983,2,3,2,32,37,28,2,3,0,0,0
335983,2,3,3,32,37,28,2,3,1,0,1
335983,2,3,4,28,37,32,2,3,1,0,1
335983,2,3,5,32,37,28,2,3,2,0,2
335983,2,3,6,32,37,28,2,3,6,0,6
335983,2,4,1,28,35,32,2,3,0,0,0
335983,2,4,2,28,35,32,2,3,0,0,0
335983,2,4,3,28,35,32,2,3,1,0,1
335983,2,4,4,32,35,28,2,3,1,0,1
335983,2,4,5,28,35,32,2,3,4,0,4
335983,2,4,6,28,35,32,2,3,4,0,4
335983,2,5,1,32,37,28,2,3,1,0,1
335983,2,5,2,28,37,32,2,3,6,0,6
335983,2,5,3,28,37,32,2,3,1,0,1
335983,2,5,4,32,37,28,2,3,0,1,1
335983,2,5,5,32,37,28,2,3,0,0,0
335983,2,5,6,32,37,28,2,3,0,0,0
335983,2,5,7,28,37,26,2,3,0,1,1
335983,2,5,8,28,37,26,2,3,6,0,6
335983,2,6,1,26,38,28,2,3,1,0,1
335983,2,6,2,28,38,26,2,3,1,0,1
335983,2,6,3,26,38,28,2,3,1,0,1
335983,2,6,4,28,38,26,2,3,1,0,1
335983,2,6,5,26,38,28,2,3,0,1,1
335983,2,6,6,28,38,26,2,3,1,0,1
335983,2,7,1,28,39,26,2,3,4,0,4
335983,2,7,2,28,39,26,2,3,4,0,4
335983,2,7,3,28,39,26,2,3,1,0,1
335983,2,7,4,26,39,28,2,3,1,0,1
335983,2,7,5,28,39,26,2,3,4,0,4
335983,2,7,6,28,39,26,2,3,1,0,1
335983,2,8,1,28,40,26,2,3,4,0,4
335983,2,8,2,28,40,26,2,3,4,0,4
335983,2,8,3,28,40,26,2,3,1,0,1
335983,2,8,4,26,40,28,2,3,1,0,1
335983,2,8,5,28,40,26,2,3,1,0,1
335983,2,8,6,26,40,28,2,3,0,1,1
335983,2,8,7,26,40,28,2,3,1,0,1
335983,2,9,1,26,38,28,2,3,1,0,1
335983,2,9,2,28,38,26,2,3,6,0,6
335983,2,9,3,28,38,26,2,3,0,0,0
335983,2,9,4,28,38,26,2,3,1,0,1
335983,2,9,5,26,38,28,2,3,4,0,4
335983,2,9,6,26,38,28,2,3,1,0,1
335983,2,10,1,26,39,28,2,3,1,0,1
335983,2,10,2,28,39,26,2,3,0,0,0
335983,2,10,3,26,39,41,2,3,1,0,1
335983,2,10,4,41,39,26,2,3,1,0,1
335983,2,10,5,26,39,41,2,3,1,0,1
335983,2,10,6,41,39,26,2,3,1,0,1
335983,2,11,1,41,40,26,2,3,1,0,1
335983,2,11,2,26,40,41,2,3,6,0,6
335983,2,11,3,26,40,41,2,3,4,0,4
335983,2,11,4,26,40,41,2,3,0,0,0
335983,2,11,5,26,40,41,2,3,0,0,0
335983,2,11,6,26,40,41,2,3,1,0,1
335983,2,12,1,26,39,41,2,3,0,1,1
335983,2,12,2,41,39,26,2,3,6,0,6
335983,2,12,3,41,39,26,2,3,1,0,1
335983,2,12,4,26,39,41,2,3,0,1,1
335983,2,12,5,41,39,26,2,3,4,0,4
335983,2,12,6,41,39,26,2,3,1,0,1
335983,2,13,1,41,38,26,2,3,1,0,1
335983,2,13,2,26,38,41,2,3,1,0,1
335983,2,13,3,41,38,26,2,3,1,0,1
335983,2,13,4,26,38,41,2,3,0,2,2
335983,2,13,5,41,38,26,2,3,6,0,6
335983,2,13,6,41,38,26,2,3,0,0,0
335983,2,13,7,41,38,26,2,3,0,0,0
335983,2,14,1,26,40,41,2,3,1,0,1
335983,2,14,2,41,40,26,2,3,0,0,0
335983,2,14,3,26,40,42,2,3,4,0,4
335983,2,14,4,26,40,42,2,3,1,0,1
335983,2,14,5,42,40,26,2,3,1,0,1
335983,2,14,6,26,40,42,2,3,6,0,6
335983,2,15,1,42,39,26,2,3,2,0,2
335983,2,15,2,42,39,26,2,3,0,1,1
335983,2,15,3,26,39,42,2,3,4,0,4
335983,2,15,4,26,39,42,2,3,1,0,1
335983,2,15,5,42,39,26,2,3,1,0,1
335983,2,15,6,26,39,42,2,3,2,0,2
335983,2,16,1,42,37,26,2,3,0,1,1
335983,2,16,2,26,37,42,2,3,1,0,1
335983,2,16,3,42,37,26,2,3,1,0,1
335983,2,16,4,26,37,42,2,3,4,0,4
335983,2,16,5,26,37,42,2,3,1,0,1
335983,2,16,6,42,37,26,2,3,2,0,2
335983,2,17,1,26,38,42,2,3,1,0,1
335983,2,17,2,42,38,26,2,3,1,0,1
335983,2,17,3,26,38,42,2,3,2,0,2
335983,2,17,4,26,38,42,2,3,0,0,0
335983,2,17,5,42,38,29,2,3,0,1,1
335983,2,17,6,29,38,42,2,3,0,0,0
335983,2,18,1,42,35,29,2,3,1,0,1
335983,2,18,2,29,35,42,2,3,1,0,1
335983,2,18,3,42,35,29,2,3,1,0,1
335983,2,18,4,29,35,42,2,3,1,0,1
335983,2,18,5,42,35,29,2,3,2,0,2
335983,2,18,6,42,35,29,2,3,1,0,1
335983,2,19,1,42,40,29,2,3,1,0,1
335983,2,19,2,29,40,42,2,3,1,0,1
335983,2,19,3,42,40,29,2,3,0,0,0
335983,2,19,4,42,40,29,2,3,6,0,6
335983,2,19,5,42,40,29,2,3,1,0,1
335983,2,19,6,29,40,42,2,3,0,0,0
335984,1,0,1,43,44,45,5,4,0,0,0
335984,1,0,2,43,44,45,5,4,0,0,0
335984,1,0,3,43,44,45,5,4,0,0,0
335984,1,0,4,43,44,45,5,4,0,1,1
335984,1,0,5,43,44,45,5,4,0,0,0
335984,1,0,6,43,44,45,5,4,0,0,0
335984,1,0,7,43,44,45,5,4,6,0,6
335984,1,1,1,45,46,43,5,4,1,0,1
335984,1,1,2,43,46,45,5,4,0,0,0
335984,1,1,3,43,46,45,5,4,0,0,0
335984,1,1,4,43,46,45,5,4,1,0,1
335984,1,1,5,45,46,43,5,4,4,0,4
335984,1,1,6,45,46,43,5,4,4,0,4
335984,1,2,1,43,44,45,5,4,0,0,0
335984,1,2,2,43,44,45,5,4,0,0,0
335984,1,2,3,43,44,45,5,4,0,0,0
335984,1,2,4,48,44,45,5,4,0,0,0
335984,1,2,5,48,44,45,5,4,0,0,0
335984,1,2,6,48,44,45,5,4,0,0,0
335984,1,3,1,45,46,48,5,4,1,0,1
335984,1,3,2,48,46,45,5,4,4,0,4
335984,1,3,3,48,46,45,5,4,4,0,4
335984,1,3,4,48,46,45,5,4,1,0,1
335984,1,3,5,45,46,48,5,4,0,0,0
335984,1,3,6,48,46,49,5,4,4,0,4
335984,1,4,1,49,44,48,5,4,0,0,0
335984,1,4,2,49,44,48,5,4,0,0,0
335984,1,4,3,49,44,48,5,4,1,0,1
335984,1,4,4,48,44,49,5,4,4,0,4
335984,1,4,5,48,44,49,5,4,0,0,0
335984,1,4,6,48,44,49,5,4,1,0,1
335984,1,5,1,48,50,49,5,4,0,0,0
335984,1,5,2,48,50,49,5,4,1,0,1
335984,1,5,3,49,50,48,5,4,0,0,0
335984,1,5,4,49,50,48,5,4,0,1,1
335984,1,5,5,48,50,49,5,4,1,0,1
335984,1,5,6,49,50,48,5,4,0,0,0
335984,1,6,1,48,51,49,5,4,0,0,0
335984,1,6,2,48,51,49,5,4,1,0,1
335984,1,6,3,49,51,52,5,4,2,0,2
335984,1,6,4,49,51,52,5,4,0,0,0
335984,1,6,5,49,51,52,5,4,0,0,0
335984,1,6,6,49,51,52,5,4,1,0,1
335984,1,7,1,49,50,52,5,4,0,1,1
335984,1,7,2,52,50,49,5,4,1,0,1
335984,1,7,3,49,50,52,5,4,1,0,1
335984,1,7,4,52,50,49,5,4,0,0,0
335984,1,7,5,53,50,49,5,4,0,0,0
335984,1,7,6,53,50,49,5,4,1,0,1
335984,1,8,1,53,51,49,5,4,0,0,0
335984,1,8,2,53,51,49,5,4,0,0,0
335984,1,8,3,53,51,49,5,4,0,1,1
335984,1,8,4,49,51,53,5,4,1,0,1
335984,1,8,5,53,51,49,5,4,0,0,0
335984,1,8,6,53,51,49,5,4,1,0,1
335984,1,9,1,53,50,49,5,4,0,1,1
335984,1,9,2,49,50,53,5,4,1,0,1
335984,1,9,3,53,50,49,5,4,1,0,1
335984,1,9,4,49,50,53,5,4,1,0,1
335984,1,9,5,53,50,49,5,4,1,0,1
335984,1,9,6,49,50,53,5,4,1,0,1
335984,1,10,1,49,51,53,5,4,0,0,0
335984,1,10,2,49,51,53,5,4,0,0,0
335984,1,10,3,49,51,53,5,4,0,0,0
335984,1,10,4,54,51,53,5,4,1,0,1
335984,1,10,5,53,51,54,5,4,0,0,0
335984,1,10,6,53,51,54,5,4,1,0,1
335984,1,11,1,53,55,54,5,4,6,0,6
335984,1,11,2,53,55,54,5,4,4,0,4
335984,1,11,3,53,55,54,5,4,1,0,1
335984,1,11,4,54,55,53,5,4,0,0,0
335984,1,11,5,54,55,53,5,4,1,0,1
335984,1,11,6,53,55,54,5,4,0,0,0
335984,1,12,1,54,51,53,5,4,0,0,0
335984,1,12,2,56,51,53,5,4,4,0,4
335984,1,12,3,56,51,53,5,4,1,0,1
335984,1,12,4,53,51,56,5,4,0,2,2
335984,1,12,5,56,51,53,5,4,0,0,0
335984,1,12,6,56,51,53,5,4,1,0,1
335984,1,12,7,53,51,56,5,4,1,0,1
335984,1,13,1,53,46,56,5,4,4,0,4
